t_s,h_km,V_mps,gamma_deg,m_kg,phi_deg,sigma,phase
2.3000000000000003,0.013945765758864581,464.73970909649887,1.5036093682698604,494136.6317753769,90.0,1.0,vertical
2.35,0.014562242776155471,464.7468178141156,1.5368410174686578,494009.16724875465,90.0,1.0,vertical
2.4000000000000004,0.015192206932231785,464.75408721221186,1.5700955981706075,493881.70272213244,90.0,1.0,vertical
2.45,0.01583566794730723,464.7615176230447,1.6033730943305933,493754.2381955102,90.0,1.0,vertical
2.5,0.016492635549977423,464.7691093790846,1.6366734898084312,493626.77366888797,90.0,1.0,vertical
2.5500000000000003,0.017163119464181364,464.7768628130142,1.6699967683687909,493499.3091422657,90.0,1.0,vertical
2.6,0.017847129423171283,464.78477825772774,1.7033429136811302,493371.8446156435,90.0,1.0,vertical
2.6500000000000004,0.018544675161130727,464.7928560463302,1.7367119093196242,493244.38008902123,90.0,1.0,vertical
2.7,0.019255766415968538,464.80109651213616,1.7701037387630973,493116.91556239896,90.0,1.0,vertical
2.75,0.019980412932112813,464.8094999886691,1.8035183853949543,492989.45103577676,90.0,1.0,vertical
2.8000000000000003,0.020718624451197685,464.81806680966037,1.836955832503114,492861.9865091545,90.0,1.0,vertical
2.85,0.021470410723239183,464.82679730904846,1.870416063279945,492734.5219825323,90.0,1.0,vertical
2.9000000000000004,0.02223578150011599,464.83569182097807,1.903899060822198,492607.05745591,90.0,1.0,vertical
2.95,0.023014746535569428,464.8447506797989,1.937404808130944,492479.59292928776,90.0,1.0,vertical
3.0,0.02380731558986008,464.8539742200653,1.9709332881115127,492352.12840266555,90.0,1.0,vertical
3.0500000000000003,0.024613498422317207,464.8633627765348,2.004484483573426,492224.6638760433,90.0,1.0,vertical
3.1,0.025433304802514614,464.87291668416765,2.038058377230341,492097.1993494211,90.0,1.0,vertical
3.1500000000000004,0.026266744495369494,464.8826362781258,2.0716549516999883,491969.7348227988,90.0,1.0,vertical
3.2,0.02711382727511227,464.8925218937715,2.105274189504113,491842.2702961766,90.0,1.0,vertical
3.25,0.02797456291690469,464.90257386666735,2.1389160730684176,491714.80576955434,90.0,1.0,vertical
3.3000000000000003,0.028848961198702453,464.91279253257454,2.172580584722502,491587.3412429321,90.0,1.0,vertical
3.35,0.02973703190125525,464.9231782274521,2.2062677066998106,491459.87671630987,90.0,1.0,vertical
3.4000000000000004,0.030638784813694656,464.9337312874565,2.2399774211375765,491332.4121896876,90.0,1.0,vertical
3.45,0.03155422972422093,464.94445204894004,2.2737097100767647,491204.9476630654,90.0,1.0,vertical
3.5,0.032483376424759625,464.95534084845053,2.3074645554620212,491077.48313644313,90.0,1.0,vertical
3.5500000000000003,0.033426234710030256,464.9663980227296,2.34124193914162,490950.0186098209,90.0,1.0,vertical
3.6,0.03438281438034028,464.97762390871276,2.3750418428674123,490822.55408319866,90.0,1.0,vertical
3.6500000000000004,0.03535312523879111,464.98901884352756,2.408864248294774,490695.0895565764,90.0,1.0,vertical
3.7,0.03633717709034681,465.00058316449343,2.44270913698256,490567.6250299542,90.0,1.0,vertical
3.75,0.03733497974462807,465.0123172091201,2.476576490393055,490440.1605033319,90.0,1.0,vertical
3.8000000000000003,0.038346543014980854,465.02422131510696,2.510466289891922,490312.6959767097,90.0,1.0,vertical
3.85,0.03937187671661377,465.0362958203423,2.5443785167481616,490185.23145008745,90.0,1.0,vertical
3.9000000000000004,0.040410990670323374,465.0485410629019,2.5783131521340614,490057.7669234652,90.0,1.0,vertical
3.95,0.04146389469783753,465.06095738104875,2.6122701771251564,489930.302396843,90.0,1.0,vertical
4.0,0.04253059862647206,465.0735451132315,2.6462495727001856,489802.8378702207,90.0,1.0,vertical
4.05,0.04361111228633672,465.08630459808364,2.680251319741046,489675.3733435985,90.0,1.0,vertical
4.1000000000000005,0.04470544550847262,465.099236174423,2.7142753990327506,489547.90881697624,90.0,1.0,vertical
4.15,0.045813608130440116,465.11234018125026,2.7483217912633964,489420.44429035403,90.0,1.0,vertical
4.2,0.04693560999352485,465.1256169577482,2.7823904770241144,489292.97976373177,90.0,1.0,vertical
4.25,0.04807146093994379,465.13906684328094,2.8164814368090396,489165.5152371095,90.0,1.0,vertical
4.3,0.04922117081470787,465.1526901773928,2.8505946510152684,489038.0507104873,90.0,1.0,vertical
4.3500000000000005,0.050384749471209946,465.1664872998071,2.8847300999428294,488910.58618386503,90.0,1.0,vertical
4.4,0.05156220676098019,465.18045855042584,2.9188877637946358,488783.1216572428,90.0,1.0,vertical
4.45,0.05275355254113674,465.19460426932824,2.9530676226764667,488655.65713062056,90.0,1.0,vertical
4.5,0.053958796673454344,465.20892479676974,2.987269656596924,488528.19260399835,90.0,1.0,vertical
4.55,0.055177949018776415,465.22342047318165,3.0214938454674014,488400.7280773761,90.0,1.0,vertical
4.6000000000000005,0.05641101944632828,465.2380916391695,3.0557401691020574,488273.2635507538,90.0,1.0,vertical
4.65,0.05765801782626659,465.25293863551224,3.0900086072177797,488145.7990241316,90.0,1.0,vertical
4.7,0.058918954031541945,465.26796180316177,3.1242991394341644,488018.33449750935,90.0,1.0,vertical
4.75,0.0601938379406929,465.28316148324114,3.1586117452734808,487890.86997088714,90.0,1.0,vertical
4.800000000000001,0.06148267943318933,465.29853801704445,3.1929464041606472,487763.4054442649,90.0,1.0,vertical
4.8500000000000005,0.06278548839408904,465.3140917460352,3.2273030954232045,487635.9409176426,90.0,1.0,vertical
4.9,0.06410227471217513,465.3298230118458,3.261681798291294,487508.4763910204,90.0,1.0,vertical
4.95,0.06543304827436805,465.34573215627614,3.2960824918976335,487381.01186439814,90.0,1.0,vertical
5.0,0.06677781898062676,465.36181952129306,3.33050515527749,487253.54733777593,90.0,1.0,vertical
5.050000000000001,0.06813659672252834,465.37808544902936,3.3649497673686652,487126.08281115367,90.0,1.0,vertical
5.1000000000000005,0.06950939140561968,465.3945302817822,3.39941630701147,486998.61828453146,90.0,1.0,vertical
5.15,0.07089621293265372,465.41115436201295,3.4339047529487075,486871.1537579092,90.0,1.0,vertical
5.2,0.07229707121104002,465.42795803234577,3.468415083825654,486743.68923128693,90.0,1.0,vertical
5.25,0.07371197615377605,465.44494163556664,3.5029472781900437,486616.2247046647,90.0,1.0,vertical
5.300000000000001,0.07514093767479062,465.4621055146226,3.5375013144920513,486488.76017804246,90.0,1.0,vertical
5.3500000000000005,0.07658396569080651,465.47945001262025,3.572077171084274,486361.29565142025,90.0,1.0,vertical
5.4,0.07804107012692839,465.49697547282574,3.6066748262217216,486233.831124798,90.0,1.0,vertical
5.45,0.07951226090453566,465.51468223866254,3.641294258061806,486106.3665981758,90.0,1.0,vertical
5.5,0.0809975479543209,465.5325706537117,3.6759354446643226,485978.9020715535,90.0,1.0,vertical
5.550000000000001,0.08249694120697677,465.55064106170977,3.710598363991447,485851.43754493125,90.0,1.0,vertical
5.6000000000000005,0.08401045059878379,465.5688938065485,3.7452829939077175,485723.97301830904,90.0,1.0,vertical
5.65,0.08553808606602252,465.5873292322738,3.7799893121800348,485596.5084916868,90.0,1.0,vertical
5.7,0.08707985755521803,465.6059476830845,3.8147172964776486,485469.0439650646,90.0,1.0,vertical
5.75,0.08863577500823885,465.6247495033313,3.849466924372157,485341.5794384423,90.0,1.0,vertical
5.800000000000001,0.09020584837440401,465.6437350375162,3.884238173337494,485214.11491182004,90.0,1.0,vertical
5.8500000000000005,0.09179008760489524,465.6629046302911,3.919031020749936,485086.65038519783,90.0,1.0,vertical
5.9,0.09338850266020746,465.6822586264572,3.953845443888086,484959.18585857557,90.0,1.0,vertical
5.95,0.09500110349431634,465.70179737096345,3.9886814199328837,484831.72133195336,90.0,1.0,vertical
6.0,0.09662790007237344,465.7215212089059,4.023538925967601,484704.2568053311,90.0,1.0,vertical
6.050000000000001,0.09826890236046165,465.7414304855271,4.058417938977836,484576.79227870883,90.0,1.0,vertical
6.1000000000000005,0.09992412032745779,465.76152554621405,4.093318435851524,484449.3277520866,90.0,1.0,vertical
6.15,0.10159356394596399,465.7818067364983,4.128240393378936,484321.86322546436,90.0,1.0,vertical
6.2,0.10327724319323897,465.8022744020544,4.1631837882526845,484194.39869884215,90.0,1.0,vertical
6.25,0.10497516804747284,465.82292888869875,4.198148597067722,484066.9341722199,90.0,1.0,vertical
6.300000000000001,0.10668734849337488,465.84377054238905,4.233134796321361,483939.4696455977,90.0,1.0,vertical
6.3500000000000005,0.10841379451751709,465.8647997092229,4.268142362413262,483812.0051189754,90.0,1.0,vertical
6.4,0.11015451610833406,465.8860167354372,4.3031712716454615,483684.54059235315,90.0,1.0,vertical
6.45,0.11190952326264232,465.9074219674066,4.338221500222367,483557.07606573094,90.0,1.0,vertical
6.5,0.1136788259735331,465.92901575164313,4.373293024250778,483429.6115391087,90.0,1.0,vertical
6.550000000000001,0.11546243424341082,465.9507984347947,4.4083858197398875,483302.1470124865,90.0,1.0,vertical
6.6000000000000005,0.11726035807561129,465.9727703636442,4.443499862601306,483174.6824858642,90.0,1.0,vertical
6.65,0.1190726074790582,465.99493188510866,4.478635128649067,483047.21795924194,90.0,1.0,vertical
6.7,0.12089919246081263,466.0172833462381,4.513791593599646,482919.75343261973,90.0,1.0,vertical
6.75,0.12274012303818017,466.03982509421456,4.548969233071976,482792.28890599747,90.0,1.0,vertical
6.800000000000001,0.12459540922846644,466.06255747635106,4.584168022587473,482664.82437937526,90.0,1.0,vertical
6.8500000000000005,0.12646506105177105,466.08548084009067,4.619387937570037,482537.359852753,90.0,1.0,vertical
6.9,0.1283490885309875,466.1085955330054,4.654628953346088,482409.8953261308,90.0,1.0,vertical
6.95,0.13024750169739127,466.13190190279516,4.689891045144578,482282.4307995085,90.0,1.0,vertical
7.0,0.13216031058039515,466.15540029728686,4.725174188097025,482154.96627288626,90.0,1.0,vertical
7.050000000000001,0.13408752521593123,466.1790910644334,4.760478357237518,482027.50174626405,90.0,1.0,vertical
7.1000000000000005,0.1360291556417942,466.2029745523125,4.795803527502758,481900.0372196418,90.0,1.0,vertical
7.15,0.13798521189950408,466.22705110912597,4.831149673732079,481772.5726930196,90.0,1.0,vertical
7.2,0.13995570403523744,466.2513210831982,4.866516770667464,481645.1081663973,90.0,1.0,vertical
7.25,0.14194064209703355,466.27578482297577,4.9019047929535935,481517.64363977505,90.0,1.0,vertical
7.300000000000001,0.14394003613572567,466.3004426770258,4.9373137151378605,481390.17911315284,90.0,1.0,vertical
7.3500000000000005,0.1459538962095976,466.3252949940355,4.9727435116704015,481262.7145865306,90.0,1.0,vertical
7.4,0.1479822323769331,466.35034212281084,5.008194156904131,481135.2500599084,90.0,1.0,vertical
7.45,0.15002505469880997,466.3755844122755,5.043665625094779,481007.7855332861,90.0,1.0,vertical
7.5,0.15208237324282528,466.40102221146986,5.079157890400919,480880.32100666384,90.0,1.0,vertical
7.550000000000001,0.15415419807843864,466.42665586955036,5.114670926884001,480752.85648004164,90.0,1.0,vertical
7.6000000000000005,0.15624053927883505,466.45248573578783,5.150204708508391,480625.39195341937,90.0,1.0,vertical
7.65,0.1583414069181308,466.47851215956706,5.185759209141414,480497.92742679716,90.0,1.0,vertical
7.7,0.16045681108068674,466.5047354903853,5.221334402553385,480370.4629001749,90.0,1.0,vertical
7.75,0.16258676184620707,466.5311560778516,5.256930262417651,480242.99837355263,90.0,1.0,vertical
7.800000000000001,0.16473126930277796,466.5577742716857,5.292546762310635,480115.5338469304,90.0,1.0,vertical
7.8500000000000005,0.16689034354127943,466.58459042171694,5.32818387571187,479988.06932030816,90.0,1.0,vertical
7.9,0.1690639946553856,466.611604877883,5.363841576004058,479860.60479368595,90.0,1.0,vertical
7.95,0.17125223274249585,466.6388179902295,5.399519836473095,479733.1402670637,90.0,1.0,vertical
8.0,0.17345506790466605,466.66623010890834,5.435218630308137,479605.6757404415,90.0,1.0,vertical
8.05,0.1756725102448836,466.69384158417705,5.470937930601633,479478.2112138192,90.0,1.0,vertical
8.1,0.177904569869861,466.72165276639765,5.506677710349376,479350.74668719695,90.0,1.0,vertical
8.15,0.18015125689376146,466.7496640060356,5.542437942450559,479223.28216057474,90.0,1.0,vertical
8.200000000000001,0.1824125814307481,466.7778756536588,5.578218599707814,479095.8176339525,90.0,1.0,vertical
8.25,0.1846885535987094,466.8062880599365,5.614019654827275,478968.3531073303,90.0,1.0,vertical
8.3,0.1869791835201904,466.8349015756385,5.649841080418631,478840.888580708,90.0,1.0,vertical
8.35,0.18928448131866754,466.86371655163384,5.685682848995168,478713.42405408574,90.0,1.0,vertical
8.4,0.19160445712599902,466.89273333888985,5.721544932973845,478585.95952746354,90.0,1.0,vertical
8.450000000000001,0.1939391210731119,466.9219522884714,5.757427304675325,478458.49500084127,90.0,1.0,vertical
8.5,0.19628848329652102,466.9513737515393,5.793329936324054,478331.03047421906,90.0,1.0,vertical
8.55,0.19865255393460393,466.9809980793499,5.829252800048318,478203.5659475968,90.0,1.0,vertical
8.6,0.2010313431331888,467.01082562325365,5.865195867880286,478076.10142097453,90.0,1.0,vertical
8.65,0.20342486103530974,467.0408567346941,5.9011591117561,477948.6368943523,90.0,1.0,vertical
8.700000000000001,0.20583311779331415,467.0710917652073,5.937142503515908,477821.17236773006,90.0,1.0,vertical
8.75,0.2082561235614121,467.10153106642,5.973146014903949,477693.70784110785,90.0,1.0,vertical
8.8,0.2106938884947449,467.13217499004935,6.009169617568614,477566.2433144856,90.0,1.0,vertical
8.85,0.21314642275497317,467.16302388790166,6.045213283062504,477438.7787878633,90.0,1.0,vertical
8.9,0.21561373650748283,467.194078111871,6.081276982842508,477311.3142612411,90.0,1.0,vertical
8.950000000000001,0.21809583991859108,467.2253380139387,6.117360688269869,477183.84973461885,90.0,1.0,vertical
9.0,0.2205927431602031,467.25680394617194,6.153464370610248,477056.38520799665,90.0,1.0,vertical
9.05,0.223104456407018,467.2884762607231,6.189588001033811,476928.9206813744,90.0,1.0,vertical
9.1,0.22563098983746022,467.32035530982824,6.2257315506152775,476801.4561547522,90.0,1.0,vertical
9.15,0.22817235363367944,467.3524414458066,6.261894990334021,476673.9916281299,90.0,1.0,vertical
9.200000000000001,0.2307285579815507,467.38473502105904,6.298078291074122,476546.52710150764,90.0,1.0,vertical
9.25,0.23329961306974292,467.4172363880676,6.3342814236244624,476419.06257488544,90.0,1.0,vertical
9.3,0.2358855290915817,467.44994589939375,6.370504358678788,476291.5980482632,90.0,1.0,vertical
9.35,0.23848631624318659,467.48286390767817,6.406747066835802,476164.13352164096,90.0,1.0,vertical
9.4,0.24110198472440242,467.5159907656392,6.4430095185992275,476036.6689950187,90.0,1.0,vertical
9.450000000000001,0.243732544737868,467.54932682607176,6.479291684377907,475909.20446839643,90.0,1.0,vertical
9.5,0.24637800649181008,467.5828724418468,6.515593534485869,475781.7399417742,90.0,1.0,vertical
9.55,0.2490383801953867,467.61662796590974,6.551915039142429,475654.27541515196,90.0,1.0,vertical
9.600000000000001,0.2517136760642752,467.65059375127987,6.588256168472259,475526.81088852976,90.0,1.0,vertical
9.65,0.2544039043150842,467.68477015104895,6.624616892505478,475399.3463619075,90.0,1.0,vertical
9.700000000000001,0.2571090751700103,467.7191575183804,6.660997181177748,475271.8818352852,90.0,1.0,vertical
9.75,0.2598291988521814,467.7537562065085,6.697397004330351,475144.417308663,90.0,1.0,vertical
9.8,0.26256428559310735,467.78856656873677,6.733816331710289,475016.95278204075,90.0,1.0,vertical
9.850000000000001,0.2653143456224352,467.8235889584375,6.770255132970366,474889.48825541855,90.0,1.0,vertical
9.9,0.26807938917726276,467.85882372905047,6.806713377669285,474762.0237287963,90.0,1.0,vertical
9.950000000000001,0.2708594264965504,467.89427123408194,6.843191035271751,474634.5592021741,90.0,1.0,vertical
10.0,0.27365446782298386,467.9299318271037,6.879688075148547,474507.0946755518,90.0,1.0,vertical
10.0,0.27365446782298386,467.9299318271037,6.879688075148547,474507.0946755518,90.0,1.0,pitch-over
10.050003984178353,0.27646474791690706,467.96594570127314,6.9162053409180135,474379.6199921014,89.97999840632865,1.0,pitch-over
10.100007968356707,0.2792900549080223,468.0024473952473,6.952737806916817,474252.14530865103,89.95999681265731,1.0,pitch-over
10.15001195253506,0.28213039904367176,468.0394373303827,6.98928536536586,474124.6706252006,89.93999521898597,1.0,pitch-over
10.200015936713413,0.2849857905739918,468.0769159270999,7.025847908334784,473997.19594175025,89.91999362531463,1.0,pitch-over
10.250019920891766,0.28785623974539337,468.11488360487954,7.062425327743223,473869.72125829983,89.89999203164328,1.0,pitch-over
10.300023905070118,0.2907417568024248,468.15334078225976,7.099017515362036,473742.2465748495,89.87999043797195,1.0,pitch-over
10.350027889248471,0.29364235199242833,468.19228787683295,7.135624362814592,473614.77189139905,89.8599888443006,1.0,pitch-over
10.400031873426824,0.29655803555529564,468.23172530524243,7.172245761577997,473487.29720794864,89.83998725062926,1.0,pitch-over
10.450035857605178,0.2994888177374378,468.2716534831796,7.208881602984379,473359.8225244983,89.81998565695793,1.0,pitch-over
10.500039841783531,0.30243470877874645,468.3120728253806,7.24553177822215,473232.34784104786,89.79998406328659,1.0,pitch-over
10.550043825961884,0.30539571891911327,468.35298374562353,7.282196178337272,473104.8731575975,89.77998246961523,1.0,pitch-over
10.600047810140238,0.3083718583993614,468.3943866567254,7.318874694234547,472977.3984741471,89.75998087594391,1.0,pitch-over
10.65005179431859,0.31136313745565714,468.4362819705387,7.355567216678886,472849.92379069666,89.73997928227256,1.0,pitch-over
10.700055778496944,0.3143695663260296,468.4786700979489,7.392273636296597,472722.4491072463,89.71997768860122,1.0,pitch-over
10.750059762675297,0.31739115524757655,468.52155144887115,7.428993843576676,472594.9744237959,89.69997609492988,1.0,pitch-over
10.800063746853649,0.32042791445367036,468.5649264322475,7.465727728872099,472467.4997403455,89.67997450125854,1.0,pitch-over
10.850067731032002,0.3234798541786149,468.60879545604354,7.502475182401116,472340.0250568951,89.65997290758719,1.0,pitch-over
10.900071715210355,0.3265469846557826,468.6531589272462,7.539236094248557,472212.55037344474,89.63997131391585,1.0,pitch-over
10.950075699388709,0.32962931611388924,468.6980172518598,7.576010354367136,472085.0756899943,89.61996972024451,1.0,pitch-over
11.000079683567062,0.33272685878816993,468.74337083490445,7.612797852578754,471957.6010065439,89.59996812657317,1.0,pitch-over
11.050083667745415,0.33583962290454655,468.78922008041184,7.649598478575813,471830.12632309354,89.57996653290182,1.0,pitch-over
11.100087651923769,0.338967618691735,468.83556539142336,7.686412121922544,471702.6516396431,89.5599649392305,1.0,pitch-over
11.150091636102122,0.342110856378451,468.8824071699866,7.723238672056312,471575.17695619276,89.53996334555914,1.0,pitch-over
11.200095620280475,0.3452693461896852,468.9297458171531,7.7600780182889535,471447.70227274235,89.5199617518878,1.0,pitch-over
11.250099604458828,0.3484430983494967,468.97758173297507,7.796930049808087,471320.2275892919,89.49996015821647,1.0,pitch-over
11.300103588637182,0.35163212308473885,469.02591531650273,7.833794655678467,471192.75290584157,89.47995856454513,1.0,pitch-over
11.350107572815535,0.3548364306157455,469.07474696578174,7.8706717248433,471065.27822239115,89.45995697087378,1.0,pitch-over
11.400111556993886,0.35805603116657586,469.12407707785013,7.907561146125586,470937.8035389408,89.43995537720244,1.0,pitch-over
11.45011554117224,0.36129093495383857,469.173906048736,7.944462808229494,470810.32885549037,89.4199537835311,1.0,pitch-over
11.500119525350593,0.3645411522006616,469.2242342734629,7.981376599742341,470682.85417203995,89.39995218985976,1.0,pitch-over
11.550123509528946,0.3678066931227222,469.27506214603375,8.018302409134877,470555.3794885896,89.37995059618841,1.0,pitch-over
11.6001274937073,0.3710875679384917,469.32639005942764,8.055240124762596,470427.9048051392,89.35994900251708,1.0,pitch-over
11.650131477885653,0.3743837868636474,469.3782184056029,8.092189634867552,470300.43012168875,89.33994740884573,1.0,pitch-over
11.700135462064006,0.3776953601157293,469.43054757549424,8.129150827579718,470172.9554382384,89.31994581517439,1.0,pitch-over
11.75013944624236,0.3810222979048267,469.4833779590106,8.166123590918343,470045.480754788,89.29994422150305,1.0,pitch-over
11.800143430420713,0.38436461044847964,469.5367099450321,8.203107812793322,469918.0060713376,89.27994262783172,1.0,pitch-over
11.850147414599064,0.38772230795584617,469.5905439214076,8.240103381006572,469790.5313878872,89.25994103416036,1.0,pitch-over
11.900151398777417,0.3910954006398097,469.6448802749521,8.27711018325339,469663.0567044368,89.23993944048904,1.0,pitch-over
11.95015538295577,0.3944838987076655,469.69971939144443,8.314128107123835,469535.5820209864,89.21993784681769,1.0,pitch-over
12.000159367134124,0.3978878123704344,469.75506165562433,8.351157040104107,469408.107337536,89.19993625314635,1.0,pitch-over
12.050163351312477,0.40130715183448046,469.8109074511903,8.388196869577932,469280.63265408564,89.17993465947501,1.0,pitch-over
12.10016733549083,0.40474192730896175,469.86725716079684,8.42524748282794,469153.1579706352,89.15993306580367,1.0,pitch-over
12.150171319669184,0.40819214899558576,469.92411116605217,8.462308767037054,469025.6832871848,89.13993147213232,1.0,pitch-over
12.200175303847537,0.4116578271007165,469.98146984751577,8.499380609289886,468898.20860373444,89.11992987846098,1.0,pitch-over
12.25017928802589,0.41513897182792425,470.0393335846958,8.536462896574124,468770.733920284,89.09992828478964,1.0,pitch-over
12.300183272204244,0.41863559337891637,470.09770275604694,8.57355551578193,468643.2592368336,89.0799266911183,1.0,pitch-over
12.350187256382597,0.4221477019554004,470.15657773896777,8.610658353711345,468515.78455338324,89.05992509744695,1.0,pitch-over
12.40019124056095,0.4256753077572212,470.2159589097986,8.647771297067687,468388.3098699328,89.03992350377563,1.0,pitch-over
12.450195224739304,0.42921842098236085,470.275846643819,8.684894232464956,468260.83518648247,89.01992191010427,1.0,pitch-over
12.500199208917655,0.432777051829733,470.3362413152456,8.722027046427234,468133.36050303205,88.99992031643293,1.0,pitch-over
12.550203193096008,0.4363512104973197,470.39714329722955,8.75916962539012,468005.8858195816,88.9799187227616,1.0,pitch-over
12.600207177274362,0.43994090717844664,470.45855296185465,8.79632185570211,467878.41113613127,88.95991712909026,1.0,pitch-over
12.650211161452715,0.44354615206923337,470.5204706801347,8.833483623626044,467750.93645268085,88.9399155354189,1.0,pitch-over
12.700215145631068,0.4471669553630054,470.5828968220113,8.870654815340496,467623.46176923043,88.91991394174758,1.0,pitch-over
12.750219129809421,0.45080332725215705,470.64583175635215,8.90783531694122,467495.98708578007,88.89991234807623,1.0,pitch-over
12.800223113987775,0.4544552779290825,470.7092758509481,8.945025014442551,467368.51240232965,88.87991075440489,1.0,pitch-over
12.850227098166128,0.45812281758431345,470.77322947251145,8.982223793778852,467241.0377188793,88.85990916073354,1.0,pitch-over
12.90023108234448,0.46180595640558747,470.83769298667386,9.019431540805927,467113.5630354289,88.83990756706221,1.0,pitch-over
12.950235066522833,0.4655047045815736,470.90266675798375,9.056648141302453,466986.08835197845,88.81990597339086,1.0,pitch-over
13.000239050701186,0.4692190723000094,470.9681511499048,9.093873480971425,466858.6136685281,88.79990437971952,1.0,pitch-over
13.05024303487954,0.4729490697486326,471.0341465248134,9.131107445441572,466731.1389850777,88.77990278604818,1.0,pitch-over
